row_id,odin_score,thr95,T,eps,실제_대분류,예측한_대분류,제목_내용
740,0.1461,0.147216796875,100.0,0.0005,물리적 위해요소,OOD,"미국 애리조나, 버거킹 메뉴에서 면도날 나와 미국 방송사 '3TV'는 애리조나주 플래그스태프에 거주하는 한 여성이 닭고기, 사과, 크랜베리가 든 버거킹 'Chicken Apple Cranberry'제품에서 면도날이 검출되었다고 보도했음. 이 여성은 정말 자신의 샐러드에서 면도날이 나왔다면서 자신에게 위해를 가했을 수 있었다고 말했음. 이 여성이 버거킹 매니저에게 면도날을 보여준 후, 직원들은 모든 샐러드 제품이 섭취하기에 안전한지 확실히 하기 위해 이를 뒤졌음. 버거킹 관계자는 직원들이 면도날을 선반에 둔 것을 시인했다면서 부주의로 상추 통에 떨어졌을 것이라고 말했음. 그 직원은 보도된 대로 해고되었음. 이 여성은 그녀의 제품을 환불받았으며, 무료 샐러드 쿠폰을 제공받았음. 그녀는 '3TV'에 업체를 소송할 계획은 없으나 유사한 사례가 다른 소비자들에게는 발생하지 않기를 바란다고 말했음. "
2205,0.1461,0.147216796875,100.0,0.0005,영양건강,OOD,"뉴질랜드 슈퍼마켓, 영국 금지 움직임에도 에너지음료 판매 고수 입장 밝혀 ﻿영국 유명 유통체인점 4곳이 16세 이하를 대상으로 에너지음료를 판매하지 않겠다고 발표한 것과 관련해, 뉴질랜드 유명 슈퍼마켓들은 판매 제한 계획이 없다고 밝혔음. 지난주 영국 세인스베리(Sainsbury)가 알디(Aldi), 아스다(Asda), 웨이트로스(Waitrose)처럼 10대가 에너지음료를 구입할 때에는 주민등록증을 제시토록 하겠다고 발표한 바 있음. 이 같은 움직임은 소비자 단체들이 청소년들의 카페인 과다 섭취로 청소년 건강과 학업에 악영향을 줄 수 있다고 연달아 경고한 것이 계기가 되었음. 영국 보건부는 에너지음료와 에너지샷이 어린이와 청소년들에게 적합하지 않다는 견해를 밝혔음. 그러나 뉴질랜드의 뉴월드(New World)와 팩앤세이브(Pak'nSave)를 보유한 카운트다운(Countdown)과 푸드스터프(Foodstuffs) 대변인은 연령 제한을 계획하고 있지 않다고 언급했음. 카페인의 주 원인 식품이 커피와 차이며, 어린이의 식음료 구매 선택은 학부모와 선생님의 몫이라고 설명했음."
831,0.1462,0.147216796875,100.0,0.0005,영양건강,OOD,"셔벗 섭취한 한 여성, 식품 알레르기로 사망 그리스의 한 숙박업소에서 딸기맛 셔벗을 섭취한 한 영국인 여성이 사망했음. 이 여성은 셔벗 한 숟가락을 섭취한 이후 남편에게 혀가 저림을 느낀다고 말했다고 함. 그녀는 난류, 우유 또는 사과에 알레르기를 가지고 있었음. 이후 쓰러진 이 여성은 병원으로 이송되었으나 사망했음."
246,0.1462,0.147216796875,100.0,0.0005,표시광고,OOD,"캐나다 보건부, '기적의 미네럴 치료제' 경고  캐나다 보건부는 대서양 소재의 한 판매점에서 미승인 의약품 '기적의 미네럴 치료제(Miracle Mineral Solution, MMS)'를 판매했다고 밝혔음. 이 제품은 과거 섭취시 건강에 심각한 위험을 초래할 수 있다고 경고한 바 있으며, 업체는 직물 표백제 및 살균제에 주로 사용되는 화학물질을 넣은 이 제품으로 암, HIV, 감기, 말라리아를 치료할 수 있다고 홍보했음.  이 제품을 웹사이트 'Health Recovery Information'에서 구매한 국민들은 즉시 복용을 중단하고, 의사나 약사와 상담해야 함.  해당 제품에 함유된 아염소산 나트륨과 관련해, 캐나다 보건부는 인체용 의약품으로 허용한 적이 한 차례도 없으며, 다만 수의용 살균제와 단단한 표면을 소독하는 용도로 캐나다에서 허가되었음. 이 외에도 직물, 펄프, 종이를 표백하거나 정수 소독제에 주로 사용됨.  문제 제품은 '28% 아염소산 나트륨 및 정제수' 라벨과 '50% 구연산' 라벨이 표시된 2가지 병에 담아 판매되었음. "
1553,0.1462,0.147216796875,100.0,0.0005,물리적 위해요소,OOD,"호주 연방의료제품청, 변색 및 프로바이오틱 수치 감소로 'Ultrabiotic Factors for Juniors, Chewable Tablets' 회수 - 일자: 2022.1.6(회수조치시행일)(정보개시일: 1.10)- 제품명 및 설명: Ultrabiotic Factors for Juniors, Chewable Tablets, (30s 및 60s) > 배치번호: 200649, 201418, 201420, 210334, 200492, 201419, 201421, 210333, 210835 > ARTG 341873- 회수사(Responsible Entity(*)): FIT-BioCeuticals Limited * 회수 조치의 책임이 있는 스폰서/공급자/수입자를 나타냄- 회수사유: BioCeuticals은 특정 배치의 UltraBiotic Factors for Juniors (30s) (60s)에서 얼룩덜룩한 정제 알에 대한 소수의 불만을 접수받았음. 이후 BioCeuticals 가 항의 받은 배치와 남은 샘플에 대한 검사를 실시한 결과, 프로바이오틱스의 수치가 크가 감소한 것으로 확인되었음. 해당 배치들은 두 가지 프로바이오틱(총 Lactobacillus 및 총 Bifidobacterium) 활성에 대한 150억 CFU의 강조표시 요건을 충족하지 못할 수 있음.일반적으로 프로바이오틱스 원료는 습기에 민감함. BioCeutical 검사 결과, 일부 베조 성분에서 결합 가능한 습기를 발견하였으며, 이는 시간이 흐름에 따라 변색되도 프로바이오틱스 수치가 감소하는 원인이 됨.* https://www.tga.gov.au/aust-numbers-medicine-labelsARTG(Australian Register of Therapeutic Goods)에 포함된 모든 의약품은 관련 AUST 번호(AUST R, AUST L 또는 AUST L(A) 번호)을 포함해야 함. AUST 번호는 ARTG에서 제품을 식별함. ARTG ID 또는 등록/등재 번호로 알려져 있음."
1811,0.1464,0.147216796875,100.0,0.0005,안전위생,OOD,"캐나다 식품검사청, 계피 함유 식품 및 바닐라 추출물 중 쿠마린 보고서 발표(2014-2015) 캐나다 식품검사청(CFIA)은 739개의 계피 함유 식품 및 바닐라 추출물 중 쿠마린(coumarin) 조사 보고서를 발표함. 샘플은 조리용 소스 148종, 건조 음료 믹스 38종, 계피 및 바닐라 오일 및 추출물 239종, 향신료 믹스 104종, 차 210종으로 구성되었음. 조사 샘플 중 63%에서 쿠마린이 검출되었으나 본 조사 결과 검출된 식용 색소는 건강에 우려될 만한 수준이 아니었음. 이에 따라 필요한 후속 조치는 없었음."
770,0.1464,0.147216796875,100.0,0.0005,영양건강,OOD,"뉴질랜드 단체, 과음으로 인해 10년간 8,000여 건의 조기 사망 사례 발생해 뉴질랜드의 한 단체인 '알코올액션 뉴질랜드(Alcohol Action New Zealand, AANZ)'는 지난 10년 동안 알코올 관련된 뇌 손상을 입고 태어난 아이가 30,000 명에 이르며, 같은 기간동안 8,000명의 뉴질랜드인들이 알코올로 인해 조기 사망했다고 밝혔음.  국가 알코올 감시관은 현 정부가 알코올 규제를 강화하기 위한 정신 건강 및 중독 조사의 권고를 지키지 않았다고 비난했음, AANZ는 뉴질랜드 법률 위원회가 음주법을 검토한 지 10년이 지났다며, 알코올로 인해 수천 명의 조기 사망 뿐만 아니라 700,000 건의 신체적, 성폭력, 알코올 관련 뇌 손상을 입고 태어나는 아이 30,000여명 등 700억 달러 이상의 사회적 비용을 초래했다고 말했음. 이에 대해 보건부 로빈 시어러(Robyn Shearer)는 알코올이 개인과 지역사회에 미칠 수 있는 영향을 인식하고 있다며, ""치료 서비스와 새로운 치료 모델에 대한 조사의 권고를 적극적으로 탐구하고 있다,""고 말했음."
1600,0.1464,0.147216796875,100.0,0.0005,화학적 위해요소,OOD,"[회수]호주 Kmart Australia Limited, 제품 하자로 머그잔 세트 4종 회수 - 회수일시: 2015.7.7- 유통지역: 호주- 제품명: Homemaker Mugs (4개 한 세트, 세트 4종, 6개 스타일, 판매기간: 2015.1.13 ~ 2015.6.22)- 스타일: APN Nos.1) 9341102716897 - Cockatiel2) 9341102716903 - Dipped3) 9341102716910 - Natural4) 9341102717023 - Urban5) 9341102726582 - Floral6) 9341102726599 - Isha- 회수사: Kmart Australia Limited- 회수사유: 뜨거운 액체를 담을 경우 머그잔에 금이 갈 수 있으며 바닥이 떨어져 나갈 수 있음- 기타: 제품 사진은 원문 참조 "
524,0.1464,0.147216796875,100.0,0.0005,생물학적 위해요소,OOD,"독일 법정, 카바카바(Kava)금지 판결 뒤집어 독일 행정법원은 카바카바 허브에 대해 12년 동안 금지되어 있던 것이 비합법적이며 부적절하다고 판결하였음.  2000년대 초, 카바카바가 간에 문제를 일으킬 수 있다는 보고서가 발표된 후 카바카바 독성에 대한 공포가 확산되었으며, 다수의 국가들이 해당 식물에 대해 경고하였음.  하지만 이번에 독일 행정법원은 카바카바를 금지할 정도로 리스크가 충분히 크지 않다고 판결함.  한편, 미국 미네소타 대학 연구진이 쥐 실험에서 카바카바 혼합물이 항암작용을 하는 것을 확인 하면서 카바카바식물(Piper Methysticum)의 뿌리의 추출물인 카바카바 엑기스가 최근에 인기를 얻고 있음.   독일 행정법원의 판결문: http://www.ahpa.org/Portals/0/pdfs/Germany_Lifts_Kava_Ban.pdf *역주: 판결문에 따르면 독일 의약품의료기기연구원(BfArM)은 2002년 카바카바 추출물 함유 의약품의 승인을 철회하였음."
733,0.1465,0.147216796875,100.0,0.0005,화학적 위해요소,OOD,"유럽, 용기 폭발 위험성으로 아일랜드에서 회수된 스리라차 제품의 유럽 수개국 유통 확인돼 *관련 기수집정보: - [회수]아일랜드, 내용물 폭발 위험성으로 마국산 스리라차 소스 제품 회수(수집일자: 2019-11-30)- EU RASFF, 식품사료신속경보 (15)(수집일자: 2019-11-29) 소비자 불만 제기에 의해 아일랜드 식품안전청(FSAI)을 통해 발표된 미국산 칠리 소스 제품이 유럽 전역에서 회수되고 있음.  [제품 정보]- 제품명: Sriracha Hot Chili Sauce(최적소비기한: Mar 2021, 배치코드: H9TMKA 44 33, 팩사이즈: 740ml)- 유통국: 오스트리아, 체코, 덴마크, 핀란드, 프랑스, 독일, 아이슬란드, 아일랜드, 폴란드, 슬로바키아, 스페인, 스웨덴, 영국- 원산지: 미국- 회수사유: 개봉 후 내용물 폭발 위험성- 제품사진: 원문참조 Tuong Ot Sriracha 브랜드의 핫 칠리 소스는 캘리포니아 소재 'Huy Fong Foods Inc.'(사)에서 생산되었음.  아일랜드의 한 소비자 불만 제기에 따라 본 경고가 촉발되었으며, 용기 개봉 시 폭발 위험성이 있는 것으로 알려짐. 아일랜드 식품안전청(FSAI)에 따르면 칠리 소스가 눈이나 피부를 자극할 위험이 있다고 함. 동 제품은 미국에서 네덜란드를 경유하여 오스트리아, 체코, 덴마크, 핀란드, 프랑스, 독일, 아이슬란드, 아일랜드, 폴란드, 슬로바키아, 스페인, 스웨덴, 영국 등으로 유통된 것으로 확인됨.  프랑스 관계자들은 이 용기에서 발효가 일어나 위험을 야기했다고 언급했음. "
1299,0.1465,0.147216796875,100.0,0.0005,화학적 위해요소,OOD,"캐나다 정부, 대인도 수출 콩류의 훈증 면제 기한 연장 캐나다 농업농식품부와 국제통상부는 이달 초 인도 정부를 방문하여 대인도 콩류 수출 시장 유지할 수 있게 되었다는 성명을 발표했음.  인도는 지난 2004년부터 수입 작물에 훈증 처리를 하도록 의무화하고 있는데, 캐나다는 냉기후인 점을 인정받아 해당 수입 규정에서 여러 차례 면제를 받아왔음. 그러나 2017년 3월 31일자로 면제 적용이 종료되어 통상 마찰이 대두되었음.  새로운 면제 요건에 따라 캐나다 대두 수출자들은 캐나다 출발 일시가 2017년 6월 30일 이전인 작물은 캐나다에서 훈증 처리를 하지 않아도 됨. 당국은 향후에도 현 통상 상태를 유지하고자 양국이 장기간, 과학에 근거한 해결책을 찾기 위해 노력할 것임.  2016년도 기준 대 인도 콩류 수출은 11억 캐나다 달러로 캐나다 세계 콩류 수출의 27.5%를 차지함. * (참고정보) - 최신정보 DB '캐나다, 대인도 수출 콩류의 메틸브로마이드 훈증법 문제 대두' (수집일 2017-02-17)- 최신정보 DB '캐나다, 대인도 수출 콩류의 메틸브로마이드 훈증 면제 거부' (수집일 2017-02-23)"
1210,0.1465,0.147216796875,100.0,0.0005,안전위생,OOD,"호주 연방의료제품청, 쑥 성분 함유으로 'Wealthy Super Urinary Gout Support' 회수 - 일자: 2020.03.11- 제품명 및 설명> 제품명: Good Life Nutrition/ Wealthy Super Urinary Gout Support (pack size 60 / 90/ 100)> Batch: 231210, 230221, 221116 및 220701> ARTG(등록번호): 199493- 회수사(Responsible Entity(*)): Universal Pharmaceuticals Pty Ltd* 회수 조치의 책임이 있는 스폰서/공급자/수입자를 나타냄  - 회수사유: 의료제품청(TGA)가 쑥(Artemisia) 성분의 안전성 검토에 착수하였으며, 임신 중이거나 임신 할 수 있는 소비자가 쑥(Artemisia) 종을 함유한 등재의약품(listed medicines)을 소비할 경우 위험이 초래될 수 있다는 의견을 밝혔음. 이에, TGA는 쑥 성분이 함유된 의약품을 임신 중이거나 임신 가능성이 있다고 생각하거나 임신하려는 사람이 섭취해서는 안된다고 권고함.  "
1134,0.1465,0.147216796875,100.0,0.0005,안전위생,OOD,"캐나다 보건부, 건강 위험 가능성이 있는 'Konsar Future Nutrition Inc.'(사) 생산 제품 경고 캐나다 보건부는 'Konsar Future Entry Inc.'(사)가 생산한 모든 제품들이 심각한 건강 위험을 초래할 수 있다고 경고함. 보건부는 제조 현장(퀘벡 'Dollard-Desktop Ormaux' 소재)을 검사한 결과 심각한 비위생적 조건 및 품질 관리 문제를 발견하였으며,이에 따라 동 사의 장소 및 제품 허가 101건 모두를 정지시킴. 이는 캐나다에서 더 이상 자사 제품을 제조하거나 판매할 수 없다는 것을 의미함. 제품 허가는 주로 건강, 신체 단련, 보디빌딩, 체중 관리를 위한 비타민과 보충제 등 다양한 천연 건강 제품에 대한 것이었음. 이 제품들은 라벨에 ""Konsar Future Entry Inc. 제조 제품""이 적혀서 다양한 브랜드 이름으로 판매되어 왔음(아래 목록 참조). 이 업체는 보건부의 요청에 따라 자사 제품의 판매를 중단했으며, 모든 제품에 대해 리콜을 요청한 상태임. [제품 목록]아래의 브랜드 이름으로 판매된 제품(*추가 가능성 있음)- Athltx Science- Elle Factor Weight Management- Future Nutrition- Humabolic Science- MVP Biotech- MVP Laboratories- MVP Lifestyle- MVP Nutrition- PHP Edge- Xtreme Lifestyle"
1319,0.1466,0.147216796875,100.0,0.0005,안전위생,OOD,"호주 연방의료제품청, 쑥 성분 함유로 'AntiBioBotanical 및 Ly)mex' 회수 - 일자: 2021.03.16(회수조치시행일)- 제품명 및 설명> 제품명: AntiBioBotanical 및 Ly)mex 1) AntiBioBotanical (배치 번호: L191101, L180901 / ARTG(등록번호) 166291) 2) Ly)mex (배치 번호: 19098003 / ARTG(등록번호) 291201)- 회수사(Responsible Entity(*)): BlueSkyGreenEarth Herbs Pty Ltd * 회수 조치의 책임이 있는 스폰서/공급자/수입자를 나타냄 - 회수사유: 의료제품청(TGA)가 쑥(Artemisia) 성분의 안전성 검토에 착수하였으며, 임신 중이거나 임신 할 수 있는 소비자가 쑥(Artemisia) 종을 함유한 등재의약품(listed medicines)을 소비할 경우 위험이 초래될 수 있다는 의견을 밝혔음. 이에, TGA는 쑥 성분이 함유된 의약품을 임신 중이거나 임신 가능성이 있다고 생각하거나 임신하려는 사람이 섭취해서는 안된다고 권고함. "
263,0.1466,0.147216796875,100.0,0.0005,안전위생,OOD,"미국 식품의약품청, 온라인에서 코로나19  치료용 차(tea)를 광고한 업체 1곳에 경고장 발부 미국 식품의약품청(FDA)은 연방 식품안전규정 위반과 관련한 경고장을 다음과 같이 발부했음. 경고장 수신 업체는 15일 이내에 경고장에 회신을 해야 하며, 업체의 시정 조치가 적절하지 않을 경우 제품 압류와 영업정지 같은 법적 조치가 이루어질 수 있음. 1. Coco's Holistic Specialties  Apothecary (온라인판매)- 경고장 발부일: 2021.01.04.- 홈페이지(https://cocosholisticspecialties.org/) 검토일: 2020.11.19., 12.17.- 주요 위반내용: '4-Thieves Florida Tea Concentrate' 및 '4-Thieves Florida Tea Powder' 제품을 코로나19 완화, 예방, 치료 또는 진단용으로 판매함. 동 제품은 미승인 신약이며, 오표시된 의약품임. 이러한 제품의 주간 통상은 금지되어 있음.- 경고장 원문: https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cocos-holistic-specialties-apothecary-612001-01042021"
2030,0.1466,0.147216796875,100.0,0.0005,생물학적 위해요소,OOD,"미국 식품안전검사국, 클로스트리디움 퍼프린젠스 시장 조사 결과 등 발표 미국 식품안전검사국(FSIS)은 클로스트리디움 퍼프린젠스 시장 조사 결과 등 주간 보고를 발표했음. [클로스트리디움 퍼프린젠스 시장 조사 결과 게시]2023년 8월 16일, FSIS는 클로스트리디움 퍼프린젠스(Clostridium perfringens) 시장 조사 결과(*)를 FSIS 웹사이트에 게시했음. 2021년 5월, FSIS는 식품비상대응네트워크(FERN) 실험실을 통해 소매점에서 판매되는, 연방검사를 받은 육류 및 가금류 즉석섭취식품(RTE)에 대한 연구를 의뢰한 바 있음. 동 연구의 목적은 칠면조 가슴살 또는 로스트 비프와 같은 대량의 비-완전(non-intact) 제품으로 인한 소비자의 잠재적 위험을 알아보기 위한 것이었음.  동 연구는 냉각시간 연장이 필요한 대량의 RTE 제품에 집중되었으며, 연구 결과 494개의 샘플 중 1개만 양성 반응을 보였고, 낮은 수준의 클로스트리디움 퍼프린젠스(1.08 log10 cfu/그램)가 검출되었음. 이에 따라 기관들은 동 제품들에 대해 덜 엄격한 냉각절차를 지속적으로 사용할 수 있음.(*) https://www.fsis.usda.gov/sites/default/files/media_file/documents/Clostridium_Perfringens_Market_Basket_Study_Results_2021-0013-Rel.pdf  [생 가금육 실험실 샘플링 시설의 데이터 세트 업데이트]​탐색 및 특별 프로그램 가금육 샘플링, 생 닭고기 도체 샘플링, 생 닭고기 부위 샘플링, 생 분쇄 닭고기 샘플링, 생 분쇄 칠면조고기 샘플링, 생 칠면조 도체 샘플링, 생 가금육 후속 샘플링 데이터 세트를 하나의 '생 가금육 실험실 샘플링 시설의 특정 데이터 세트로 통합하였음. 신규 데이터 세트는 2023년 10월 13일에 게시되어, 정기적인 일정에 따라 업데이트 될 예정임. [FSIS, 살모넬라 검사된 가금류 도체, 닭 부위 및 분쇄 가금류에 대한 개별 범주 상태 및 집계 결과 게시 예정]2023년 8월 21일, FSIS는 생 가금류 도체, 생 닭고기 부위 및 분쇄 가금육 제품에 대한 개별 시설 살모넬라 성능 표준 분류 정보를 기관 웹페이지의 ‘살모넬라 검증 테스트 프로그램 월간 게시 페이지(**)’에 업데이트할 예정임. 추가적으로 FSIS는 어린 가금류 도체, 생 닭고기 부위 또는 즉석섭취식품이 아닌(NRTE) 분쇄 가금육 제품을 생산하는 시설에 대해 범주 1, 2 또는 3의 시설 수를 나타내는 집계 샘플링 결과를 게시할 것임. (**) https://www.fsis.usda.gov/science-data/data-sets-visualizations/microbiology/salmonella-verification-testing-program-monthly "
420,0.1466,0.147216796875,100.0,0.0005,안전위생,OOD,"호주 연방의료제품청, 쑥 성분 함유으로 'Gloria Herbs - Liver Detox' 회수 - 일자: 2021.02.12(회수조치시행일)- 제품명 및 설명> 제품명: Gloria Herbs - Liver Detox> Batch Number: 11577> ARTG(등록번호): 252038- 회수사(Responsible Entity(*)): Gloria Herbs Pty Ltd * 회수 조치의 책임이 있는 스폰서/공급자/수입자를 나타냄 - 회수사유: 의료제품청(TGA)가 쑥(Artemisia) 성분의 안전성 검토에 착수하였으며, 임신 중이거나 임신 할 수 있는 소비자가 쑥(Artemisia) 종을 함유한 등재의약품(listed medicines)을 소비할 경우 위험이 초래될 수 있다는 의견을 밝혔음. 이에, TGA는 쑥 성분이 함유된 의약품을 임신 중이거나 임신 가능성이 있다고 생각하거나 임신하려는 사람이 섭취해서는 안된다고 권고함.  "
1032,0.1466,0.147216796875,100.0,0.0005,안전위생,OOD,"호주 연방의료제품청, 쑥 성분 함유으로 'MediHerb Stealth Complex' 회수 - 일자: 2021.02.11- 제품명 및 설명> 제품명: MediHerb Stealth Complex > Batch Number: 25048 > 제품 코드: MHSTC60 > ARTG(등록번호): 286616 - 회수사(Responsible Entity(*)): Integria Healthcare Australia Pty Ltd * 회수 조치의 책임이 있는 스폰서/공급자/수입자를 나타냄 - 회수사유: 의료제품청(TGA)가 쑥(Artemisia) 성분의 안전성 검토에 착수하였으며, 임신 중이거나 임신 할 수 있는 소비자가 쑥(Artemisia) 종을 함유한 등재의약품(listed medicines)을 소비할 경우 위험이 초래될 수 있다는 의견을 밝혔음. 이에, TGA는 쑥 성분이 함유된 의약품을 임신 중이거나 임신 가능성이 있다고 생각하거나 임신하려는 사람이 섭취해서는 안된다고 권고함.  "
1765,0.1466,0.147216796875,100.0,0.0005,안전위생,OOD,"호주 연방의료제품청, 쑥 성분 함유로 'IMMUNE RX' 회수 - 일자: 2021.02.17(회수조치시행일)- 제품명 및 설명> 제품명: IMMUNE RX> Batch Number: Q00370 , 32926> ARTG(등록번호): 328695- 회수사(Responsible Entity(*)): ATP Science Pty Ltd * 회수 조치의 책임이 있는 스폰서/공급자/수입자를 나타냄 - 회수사유: 의료제품청(TGA)가 쑥(Artemisia) 성분의 안전성 검토에 착수하였으며, 임신 중이거나 임신 할 수 있는 소비자가 쑥(Artemisia) 종을 함유한 등재의약품(listed medicines)을 소비할 경우 위험이 초래될 수 있다는 의견을 밝혔음. 이에, TGA는 쑥 성분이 함유된 의약품을 임신 중이거나 임신 가능성이 있다고 생각하거나 임신하려는 사람이 섭취해서는 안된다고 권고함.  "
1570,0.1466,0.147216796875,100.0,0.0005,신규 위해요소,OOD,"호주, 이르면 내년 호주 슈퍼마켓에 배양육이 진열될 수 있어 호주뉴질랜드 식품기준청(FSANZ)는 고급 배양육 업체의 신청서를 평가하고 있으며, 다른 업체는 상황이 어떻게 바뀌는지 지켜보고 있음. 이는 미국 농무부가 Upside Foods(사)와 Good Meat(사)의 ""실험실에서 생장한(lab-grown)"" 또는 ""세포 배양된(cell-cultivated)""의 라벨이 붙은 닭고기를 판매할 수 있도록 승인한 것에 따른 것임.세포 기반의 육류 업체인 Vow(사)가 호주 최초로 배양육 판매를 신청했음. FSANZ 관계자는 ABC언론사에 FSANZ가 8월에 해당 신청 건에 대해 논의하고 내년 3월까지 결정할 예정이라고 함.배양육 업체인  Magic Valley(사)는 올해 식품안전기관에 신청서를 제출하고, 승인을 받으면 2024년 말까지 제품화를 목표로 계획하고 있다고 함."
604,0.1466,0.147216796875,100.0,0.0005,물리적 위해요소,OOD,"[E/R]미국 Ingredients Solutions Inc., 섬유로프 발견으로 카라기난 회수 -지역: 미국 IA, KS, WI, KY-제품명: MBF-202 Carrageenan(191001-A 191001-B 191002-A Use by dates: 10/01/21  10/02/21 191002-B 191003-A)-회수사: Ingredients Solutions Inc. (회수중, 회수일: 8/27/2020)-회수사유: 2020년 8월 28일, 업체의 고객이 최종 카라기난 제품에서 최대 1/4""의 유색섬유(colored fibers)를 발견했음. 회수사는 이 섬유를 카라기난 제조에 사용되는 해초 원료의 생산 시 사용되는 섬유로프, 'tie tie'라고 확인하였음. 2020년 8월 28일 업체는 최종 카라기난을 회수조치함."
852,0.1466,0.147216796875,100.0,0.0005,안전위생,OOD,"캐나다 보건부, 알코올음료 대체재로 알려진 'Pace'가 불법이고 미승인 제품이라 발표 캐나다 보건부는 본지(CBC News)에 보낸 성명서를 통해 알코올음료 대체재로 알려진 'Pace'(* 원문 사진 참조)가 캐나다에서는 불법이고 미승인 제품으로 해당 제품의 판매를 막기 위해 적절한 후속 조치를 취하고 있다고 발표하였음. 제품의 제조사는 미주지역의 'Diet Alcohol Corporation'으로 자사 웹사이트에 'Pace'가 합법적이라고 설명하며 제품이 알코올, 칼로리 또는 숙취가 전혀 없는 새로운 알코올 대체제로 소개하고 있음. 제품의 활성물질인 'MEAI'에 대하여 미국 또는 캐나다에서 규제되거나 지정(scheduled)되어 있지 않다는 제조사의 주장과는 반대로, 캐나다 보건부는 'MEAI'에 대해 알고 있으며, 암페타민(amphetamines)과 가까운 통제된 물질(Controlled Substance(Schedule 1))로 간주한다고 밝혔음. 반면에, 연방경찰(RCMP) 또는 캐나다 국경관리청(CBSA)은 'Pace'가 캐나다로 반입되는 것을 막거나 개인이 이를 소유하는 것에 벌칙을 부과할 권한이 없음. RCMP는 특정물질을 캐나다로 수입하기 위한 요구사항은 캐나다 보건부의 관할이며, 이 사안에 대해 질의하여 보건부에서 집행할 것이라는 확인을 받았다고 언급했음."
1027,0.1466,0.147216796875,100.0,0.0005,표시광고,OOD,"영국 랭카셔 의회, 기절시키지 않고 도축한 할랄 육류 교내 제공 금지 가결 영국 랭카셔 주의회는 기절시키지 않고 도축한 할랄 육류를 학교에서 제공하는 것을 금지하기로 가결함. 의장은 동물을 도축하기 전 기절시키지 않는 행위는 '혐오'스럽고 '아주 잔혹'스럽다고 설명했음. 유대교 및 이슬람 집단의 추가 논의 요청은 거절되었음. 표결이 찬성 41, 반대 24, 기권 15로 가결됨에 따라 12월부터 랭카셔 주 내 학교에서는 기절시킨 후 도축한 할랄 쇠고기 및 양고기만 제공될 수 있음. *9월 18일 수집 정보 ""영국 랭카셔, 학교 급식 중 할랄 육류 공급 중단에 관한 표결 진행될 예정"" 참조"
1438,0.1466,0.147216796875,100.0,0.0005,표시광고,OOD,"영국, 10대 소녀 1명 버거 판매 식당에서 음식 섭취 후 사망.. 사인은 알레르기로 추정  영국의 한 10대 소녀가 맨체스터에 소재한 한 버거 판매 식당(상호명:Almost Famous Burgers)에서 음식을 섭취 한 후 사망했는데 사인은 식품 알레르기인 것으로 추정됨. 현재, 경찰은 식품기준청(FSA)과 함께 사망자가 식품 알레르기 반응을 일으켰는지 등에 대한 정황을 조사하고 있음. 'Almost Famous Burgers'는 리버풀과 리즈 지방에도 분점을 두고 있음.  식품기준청에 따르면 영국에서 매년 약 10명이 음식에 의한 과민증(아나필락시스)으로 사망하고 있음. "
