split,ood_tag,method,threshold,score,true_label,pred_label,text
ID,ood_csv_ood_data,maha,-9827.423779,-11059.750000,안전위생,표시광고,"미국 농무부, 말고기 제공한 피츠버그 소재 식당에 경고 미국 농무부가 피츠버그에 소재한 한 레스토랑에 말고기를 다시 제공하지 않도록 하라는 경고를 했음. 5월 8일, '큐어 레스토랑(Cure Restaurant)'의 캐나다 출신 요리사가 말고리 타르트르가 포함된 저녁 특식을 제공했다는 KDKA-TV의 최초 보도가 있었음. 농무부의 식품안전검사국(FSIS)은 말고기의 국내 불법 반입에 관한 경고장을 큐어 레스토랑의 요리사와 공동소유주가 받았다고 밝혔음. 해당 업소와 메뉴에 반입된 다른 말고기 제품은 없었음. 동 경고장은 과태료를 수반하지는 않지만 말고기를 다시 제공할 경우 형사상 기소가 진행될 수 있음. "
ID,ood_csv_ood_data,maha,-9827.423779,-11566.443359,안전위생,안전위생,"인도, 펀자브주의 불법주류 섭취 사망자 101명으로 증가 인도 펀자브(Punjab)주의 3개 도시에서 불법 주류를 섭취하고 사망한 사람이 101명으로 증가했음. 당국은 일요일 접수된 사망 신고만 15건이라고 밝혔음. 경찰은 문제의 불법 주류를 유통한 주요 인물을 특정했는데, 해당 인물은 현재 감옥에 수감된 상태이나 해당 지역의 불법 주류 유통을 관리하고 있는 것으로 추정되었음. 이에 대해 조사가 이루어질 예정임. 한편 피해자들이 섭취한 불법 주류 제품은 메탄올 또는 변성 알코올로 만들어진 것으로 확인되었음."
ID,ood_csv_ood_data,maha,-9827.423779,-24057.035156,신규 위해요소,신규 위해요소,"[회수] 영국 Mars Wrigley, 성분에 유전자변형생물 존재하여 엠엔엠즈 초콜릿 자진 회수  - 일자 : 2021.8.5- 지역 : 영국- 제품명 : 1) MMS Crispy 246g Pouch Slim 제품코드: 5000159520232, 배치코드: 125E2HAG03,125E3HAG03,125F1HAG03,125F2HAG03,125F3HAG03, best before: 23.01.20222) MM'S Crispy Pouch 107G 제품코드: 5000159520218, 배치코드: 125A1HAG03,125A2HAG03,125A3HAG03,125B1HAG03,125B2HAG03,125B3HAG03,125C1HAG03,125C2HAG03,125G3HAG03,126A1HAG03,126A2HAG03,126A3HAG03,126B1HAG03,126B2HAG03,126B3HAG03,126C1HAG03,126C2HAG03. best before: 23.01.2022, 30.01.20223) MM'S Crispy Bag 77G, 제품코드: 5000159500920, 배치코드: 125D2HAG03,125D3HAG03,125E1HAG03,125G1HAG03,125G2HAG03,127F2HAG03,127F3HAG03, best before: 23.01.2022, 06.02.20224) MM'S Crispy Sgl 36G, 제품코드: 5000159304245, 배치코드: 125G2HAG03, 125G3HAG03, best before: 23.01.2022- 회수사 : Mars Wrigley- 회수사유 : 공급업체가 생산하는 성분에 유전자변형생물(GMO)이 존재함- 제품사진 : 원문참조"
ID,ood_csv_ood_data,maha,-9827.423779,-18878.853516,생물학적 위해요소,물리적 위해요소,"미국, 카프리 썬 주스제품에서 곰팡이 발견 미국 위스콘신주에 뉴 베를린에 거주하는 한 소비자 수잔 호그(Suzanne Hogue)는 그녀의 5살 난 아들의 주스박스 제품에서 곰팡이를 발견했다고 본 방송사(FOX6′s Contact 6)에 알렸음. 그녀는 아들에게 줄 주스를 컵에 따랐는데 컵 안에 내용물은 갈색의 검고, 녹색을 띄었다고 함. 전문가는 주스박스에서의 곰팡이 성장은 아마 공기 중에 노출되어 일어날 수 있는 현상이라고 말했음. 미국 전역에 걸친 소비자들이 주스박스와 파우치 제품에서 곰팡이를 발견한 것과 관련해 항의하고 있지만 업체는 포장과정이 문제라고 지적하면서 브랜드 자체는 문제되지 않는다고 함. 크라프트(Kraft)(사)의 카프리 썬(Capri Sun)은 포장 시스템에 큰 변화를 주고 있음. 이번달 새로 출시된 새로운 파우치에는 깨끗한 내용물을 확인할 수 있을 것임. 카프리 썬 웹사이트에 올라오는 가장 빈번한 질문은 ""곰팡이 때문에 이러한 변화를 준 것인가?"" 였음.이에 카프리 썬은 ""우리는 여러가지 이유로 포장시스템에 변화를 주었다. 미국의 어머니 소비자들은 합성 보존료·착향제·향미료가 첨가되지 않은 카프리 썬 주스음료를 좋아한다고 말하고 있다. 하지만 그들은 파우치의 내용물을 보기를 원한다. 어린이들이 좋아하는 카프리 썬이 좋은 성분만 함유하고 있다는 것을 무(無)침전물로써 쉽게 확인할수 있을 것이다.""라고 답변했음."
ID,ood_csv_ood_data,maha,-9827.423779,-13035.863281,안전위생,물리적 위해요소,"미국 오하이오 교도소 식당 4곳서 유충 발견, 당국은 조사에 착수 미국 오하이오주 교정청은 10일(현지시간), 교도소 식당 4곳 이상에서 유충이 발견된 것과 관련해 교도소 주방을 조사 중이라고 말했음.  교정청에 따르면, 지금까지 파리 유충인 구더기가 수감자에게 제공되었는지에 대한 증거는 아직 나오지 않았음. 그러나 이번 사건으로 최근 교도소 급식을 민영화한 교정청의 결정에 불만이 일고 있음.  교정청 대변인은 지난 6월에는 북동부 보호관찰소의 우유기계에서 유충이 나왔으며, 노블 교도소와, 오하이오 여자소년원에서도 지난달 유충이 발견되었다고 밝혔음. 이 외에도 트럼불 교도소의 배식대에서 유충이 목격되어 지난 7월 9일 후속 위생 검사가 이루어졌지만 위생규범에 모두 적합한 것으로 나타났음. 이에 따라, 대변인은 내부계약 모니터링 요원들이 28개 교도소를 일제 점검하고 있다고 전했음."
ID,ood_csv_ood_data,maha,-9827.423779,-27431.677734,안전위생,신규 위해요소,"미국 소비자단체, 식품의약품청에 불법으로 판매되고 있는 임파서블 버거 회수 요청해 미국 소비자단체 식품안전센터(CFS)는 미국 식품의약품청(FDA)에 현재 전국 여러 식료품점에서 판매되고 있는 조리되지 않은 임파서블 버거를 회수할 것을 요청했음. CFS는 FDA에 보낸 서한(*)을 통해, 연방법에 따라 날것의 임파서블 버거 판매를 허용하는 규정이 없음에도 불법적으로 판매되고 있다고 지적하고 있음. 현재 조리되지 않은 임파서블 버거를 판매하고 있는 식료품점으로는 'Wegmans', 'Gelson’s', 'Fairway Market' 등이 있음. 임파서블 푸드(사)는 유전자 공학(GE) 임파서블 버거를 실제 고기처럼 '핏빛으로(bleed)' 보이게 하기 위해, 합성 생물학(synbio)을 사용하여 (소량의 콩 레르헤모글로빈 또는 ""헤메""가 생성되는) 콩 뿌리에서 DNA를 추출하고, 그 DNA를 헤메 대량 생산을 위해 발효되는 유전자 공학적 효모에 주입함. 이 헤메 덕분에 GE 임파서블 버거가 적갈색으로 보이게 됨. 이 헤메는 임파서블 푸드(사)가 식료품점에서 조리되지 않은 GE 버거를 팔기 전, 이 헤메를 색소첨가물로 사용하기 위해 FDA의 승인을 받아야 했던 이유이기도 함. 8월에 FDA는 임파서블 푸드(사)가 헤메를 색소첨가물로 빨리 기재해달라는 청원서를 승인했음. CFS는 9월에 그 승인에 대해 이의를 제기했는데, 이 승인은 법률적으로 이 규정의 실효성을 막고 이 반대가 해결될 때까지 제품의 판매를 금지함. 또한 CFS는 FDA가 독립적인 안전 시험을 시행하고 일반 대중이 이용할 수 있도록 하기 전까지 이 헤메에 대한 신속한 승인을 철회할 것을 촉구하기 위해 행동 경보를 발령했음. CFS의 라이언 탤벗(Ryan Talbott) 변호사는 ""FDA의 유효한 승인 없이는 조리되지 않은 임파서블 버거를 소매점에서 판매하는 것은 불법""이라고 말하며, ""법은 FDA가 제안된 색소 첨가물에 대해 이의 신청을 받았을 때 FDA의 검토 기간 동안 그 사용에 대한 승인을 받아야 인간의 소비에 안전하다는 것을 분명히 하고 있다. FDA는 유통업체들에게 조리되지 않은 임파서블 버거들을 즉시 퇴출시키라는 회수 조치를 내려야 한다.""고 덧붙였음. (*) https://www.centerforfoodsafety.org/files/2019-10-21-fda-letter-re-impossible-foods_47809.pdf"
ID,ood_csv_ood_data,maha,-9827.423779,-29921.136719,안전위생,안전위생,"[회수]캐나다 Abbott, 변질로 멸균수 회수 - 최초 발표 일자: 2022-10-14 (최신 업데이트 일자: 2022-10-14)- 유통지역: 캐나다 전역 호텔, 식당, 기관- 회수사: Abbott- 브랜드명: Abbott- 제품명: Similac Sterilized Water. 48 x 59 ml. List Number: 51000871 (13). Lot Number: 39398N200. Expiry: 01-OCT-2023. UPC- Shipper: 055325510000, Bottle: 055325000037.- 회수사유: 변질로 인한 회수"
ID,ood_csv_ood_data,maha,-9827.423779,-10908.627930,영양건강,화학적 위해요소,"미국 콜로라도 당국, 마리화나 식품 인기로 과다 섭취 우려  미국 콜로라도에서 대마초를 피우는 대신에 이를 함유한 음식이 대중에게 인기를 얻자 대마초 업계와 보건 당국, 주 규제처가 손을 잡고 과다 섭취 문제를 논의했음. 대책위원회는 30일(현지시간), 콜로라도의 대마초 식용에 관한 정의와 식음료에 농축, 주입하는 대마초에 관한 업계 용어를 재정립하고자 회의를 가졌음.  콜로라도에서는 대마초가 주입된 식품이 폭발적인 인기를 얻고 있음. 지난 달에는 권장량의 6배가 넘는 대마초 쿠키를 먹은 대학생이 덴버의 한 호텔 발코니에서 뛰어내리는 사건이 있었음. 이달 초에는 덴버의 한 주민이 자신의 아내을 총격했는데 소문에 따르면, 대마초 사탕을 먹었다고 함.  이러한 사망 사건들이 터지자 대마초를 얼마나 먹어야 하는지 모르겠으며, 다량 섭취한 후에 불쾌한 경험을 겪었다는 소비자들의 공통된 불만이 대두되었음.  콜로라도주는 취하게 하는 대마초 성분인 THC를 식품 1회 제공량 당 10mg으로 규정하고 있으며, 제품 포장 당 최대 10회 분량까지 제한함. 그러나 대마초의 독성과 품질이 천차 만별이라는 점에서 정확한 비교가 어려움.  한편, 대책위원회는 식용 대마초에 대한 새 규정을 언제까지 발표하겠다는 말은 하지 않았음."
ID,ood_csv_ood_data,maha,-9827.423779,-10367.193359,물리적 위해요소,화학적 위해요소,"[E/R]미국 Ingredients Solutions Inc., 섬유로프 발견으로 카라기난 회수 -지역: 미국 IA, KS, WI, KY-제품명: MBF-202 Carrageenan(191001-A 191001-B 191002-A Use by dates: 10/01/21  10/02/21 191002-B 191003-A)-회수사: Ingredients Solutions Inc. (회수중, 회수일: 8/27/2020)-회수사유: 2020년 8월 28일, 업체의 고객이 최종 카라기난 제품에서 최대 1/4""의 유색섬유(colored fibers)를 발견했음. 회수사는 이 섬유를 카라기난 제조에 사용되는 해초 원료의 생산 시 사용되는 섬유로프, 'tie tie'라고 확인하였음. 2020년 8월 28일 업체는 최종 카라기난을 회수조치함."
ID,ood_csv_ood_data,maha,-9827.423779,-32408.203125,물리적 위해요소,안전위생,"[E/R]미국 H.P. Hood, LLC, 부패 가능성으로 크림 회수 -지역: 미국, 캐나다, 호주 및 남아프리카-제품명: 1) FitPro Go! 14oz Strawberry; 35g protein UPC (Case): 8-5418200329-4; UPC (Individual): 8-5418200326-32) FitPro Go! 14oz Chocolate; 35 g protein UPC Case: 8-5418200328-7; UPC Unit: 8-5418200324-93) FitPro Go! 14oz, 35 g protein Chocolate Chip Cookies UPC(Case): 8-5418200338-6; UPC Unit: 8-5418200325-64) FitPro Go! 14oz , 35 g protein Vanilla; UPC (case) : 8-5418200327-0; UPC (unit): 8-5418200325-65) Muscle Milk Pro Series 40 14 oz.; 40 g protein Intense Vanilla UPC Case: 8-76063-00291-2; UPC Unit: 8-76063-00281-36) Muscle Milk, 14oz ; 40 g protein Banana; UPC (case): 8-76063-00223-3 UPC (unit): 8-76063-00203-57) Muscle Milk Caf¿ Latte Caf¿ Latte, 414 mL UPC (case): 8-76063-00215-8; UPC (unit): 8-76063-00210-38) Muscle Milk 14 oz Chocolate, 25 g protein. UPC (case): 8-76063-00221-9; UPC (unit): 8-76063-00201-19) Muscle Milk 14 oz, 25 g protein Cookies N Cr¿me. UPC (case): 8-76063-00224-0; UPC (unit): 8-76063-00204-210) Muscle Milk 14 oz., 25 g protein Strawberry; UPC (case): 8-76063-00229-5; UPC (unit): 8-76063-00209-711) Muscle Milk 14 oz, 25 g protein. Vanilla Creme UPC (case): 8-76063-00222-6; UPC (unit): 8-76063-00202-812) Muscle Milk 14 oz. 25 g protein Caramel Kick UPC (case): 8-76063-00214-1; UPC (unit): 8-76063-00219-613) Muscle Milk 10 oz. 18 grams protein. Sold in 4 packs Chocolate; UPC (case): 8-76063-00271-4; UPC (unit): 8-76063-00261-514) Muscle Milk 10 oz. 18 g protein. Sold in 4 packs Vanilla Creme UPC (case): 8-76063-00272-1; UPC (unit): 8-76063-00262-215) Muscle Milk Pro Series 40 14 oz;, 40 g protein Crushin' Cookies. UPC (case): 8-76063-00293-6; UPC (unit): 8-76063-00283-716) Muscle Milk Pro Series 40, 14 oz.. 40 g protein; Knock Out Chocolate UPC (case): 8-76063-00290-5; UPC (unit): 8-76063-00280-617) Muscle Milk Pro Series 40 14 oz., 40 g protein; Going Bananas UPC (case): 8-76063-00294-3; UPC (unit): 8-76063-00284-4-회수사: H.P. Hood, LLC (진행중, 회수일 6/9/2016)-회수사유: 부패(용기 부품  이취)"
ID,ood_csv_ood_data,maha,-9827.423779,-14103.833984,화학적 위해요소,화학적 위해요소,"호주 연방의료제품청, 의약품 성분 Withania somnifera(아슈와간다) 위장 및 간 관련 부작용 경고  -핵심정보 1) 허브 Withania somnifera를 포함하고 있는 의약품 및 허브보충제는 일부 사람에게서 심각한 부작용을 일으킬 수 있음2) 해당 물질은 널리 사용되는 약용허브이며 슈퍼마켓, 건강식품점, 약국 등에서 처방 없이 구매 가능함. 3) 다음과 같은 증상이 있으면 섭취를 중단하고 의학적 도움을 구해야 함. >피부나 눈이 노랗게 변함>어두운 색의 소변 >어지러움>구토>평소와 다른 피로감>쇠약감 >위통 또는 복통 >식욕 감퇴 4) 간에 문제가 있었거나 현재 문제가 있는 경우, Withania somnifera를 함유한 의약품 및 보충제 복용을 피해야 함.  해당 물질은 아유르베다 의학에서 오랫동안 널리 사용해온 전통 약품임. 일부 사람들에게 심각한 위장 문제를 일으키거나 드문 경우 간 손상과 관련 있을 수 있음. 호주 연방의료제품 목록에 해당 물질을 포함한 의약품 약 320개가 등록되어 있음.  -위장과 관련된 부작용 연방의료제품청은 해당 성분을 섭취한 사람들의 위장 관련 부작용을 모니터링하고 있고, 메스꺼움, 구토, 설사와 같은 위장 문제가 보고된 바 있음. 일부 보고서에서 구토와 설사는 1회분 복용 후에 나타나기도 했고 어떤 경우에는 처음에 식중독으로 오인되기도 함. 이러한 반응은 섭취 중단 후 사라졌지만 16건의 경우 입원치료가 필요할 정도로 심각했음.  -간 손상과 매우 드문 관련 2024년 2월 5일까지 보고된 간 손상 사례는 12건임. 이중 7건이 해당 선분과 관련 있는 간 손상으로 추측됨. 이중 4건은 해당 물질 외 다른 물질이 간 손상에 영향을 미칠 가능성이 없었음. 다른 3건은 다른 제품 또는 성분이 간 손상에 영향을 미쳤을 가능성이 있음. 해외의 과학 문헌과 다수의 사례에서도 해당 물질이 간 손상을 일으킬 수 있다고 보고함. 청에서 진행한 관련 연구에서도 드물지만 위험이 있다는 사실이 밝혀짐.  -소비자를 위한 정보 해당 물질을 함유한 의약품 또는 허브보충제를 섭취 중인 사람은 상기 부작용을 유념해야 함. 간 손상은 극히 드물지만 심각할 수 있음. 초기에 증상을 깨닫고 섭취를 멈추면 위험은 줄어듬.   -건강전문가를 위한 정보해당 물질이 전염성 위장염으로 오해되기 쉬운 극심한 급성 구토 및 설사를 유발할 수 있다는 사실을 유념해야 함. 매우 드문 경우이지만 간 손상을 유발할 수도 있으므로 간 손상이 의심되는 환자를 치료할 때는 대체 약품을 사용할 수 있는지 고려해야 함. 이전 또는 현재 간에 병이 있는 환자에게는 처방을 피할 것. "
ID,ood_csv_ood_data,maha,-9827.423779,-27966.695312,안전위생,화학적 위해요소,"[E/R]미국 Empresas La Famosa, Inc., 팽창된 캔 발견으로 파인애플주스 회수 -지역: 미국 국내 유통 전용: 푸에르토 리코-제품명: Mr. Special Jugo de Pina De Concentrado, 46 oz 캔, 박스 포장 당 12캔 포장.(P1105A2PDT03, Exp. Apr/ 15/ 2022)-회수사: Empresas La Famosa, Inc. (회수중, 회수일: 8/23/2021)-회수사유: 팽창된 캔이 발견되었음"
ID,ood_csv_ood_data,maha,-9827.423779,-56676.972656,안전위생,안전위생,"뉴질랜드 일차산업부, 불법적으로 어획된 어류를 구입 및 유통한 업체와 직원에 벌금 및 징역형 내려 뉴질랜드 오클랜드에서 불법적으로 어획된 어류를 구입 및 유통한 Sea World Limited(사)는 $360,000의 벌금형과 동사 한 명의 직원에게 3년 7개월의 징역형이 내려짐. 8월 16일, 'Seamart'로 거래 중인 Sea World Limited(사) 및 그 직원 Marco Taukatelata(49세)는 수산업법(Fisheries Act)을 위반한 2건의 혐의로 동 처벌을 받음. 또한, 동 업체의 이전 임원인 Haihong Liu(43세)도 수산업법을 위반한 2건의 혐의로 12개월의 가택 구금을 선고받음. 동 문제와 관련 있는 어류는 Sea World(사)가 합법적으로 수입 또는 구입하였다는 보고가 없었으며 관련 기록 또한 제대로 관리되지 않았음. 관련 어류의 총량은 도미 38,202kg, 카하와이(kahawai) 2,761kg 그리고 숭어(grey mullet) 1,760kg이며 이는 Sea World(사)에 약 $348,304.03의 경제적 이익을 주었음. 상기 처벌과 더불어 Sea World(사)가 소유한 수송 트럭 및 현금 $20,000 또한 정부에 환원되었음."
ID,ood_csv_ood_data,maha,-9827.423779,-53553.121094,화학적 위해요소,신규 위해요소,"미국 환경단체, 콜리스틴 내성 유전자.. 최소 19개 국가에서 확인돼  중국 연구진이 '최후의 수단'으로 불리는 항생제 '콜리스틴'에 내성을 가질 수 있는 유전자를 발견한 것이 두어 달 전임. 이 유전자의 발견은 항생제 내성균을 주목하고 있는 사람들에게 충격적이었음. 지금 이 유전자가 적어도 19개 국가에서 검출되고 있다고 함. 콜리스틴은 독성이 있어 간혹 부작용이 있을 수 있으나 미국에서는 어떠한 항생제도 듣지 않을 때 의사들이 처방하는 것이 콜리스틴임. 콜리스틴을 포함한 모든 항생제에 세균이 내성을 갖게 되면, 사람에게 처방할 것이 없음. 콜리스틴 내성 대장균을 밝혀낸 논문이 '란셋감염질병(Lancet Infectious Diseases)' 저널에 게재된 이후, 천연자원보호협의회(Natural Resources Defense Council)는 19개국의 농장동물, 소매육 또는 사람에게서도 확인되었다고 새로이 집계했음. 동 협의회는 농장에서 키우는 동물의 항생제 사용 저감화에 앞장서고 있는 단체임. 이는 'MCR-1'로 알려진 유전자가 2달 만에 확산되었다는 의미가 아니라 과학자들이 지난 세균 샘플을 소급하여 조사해 발견된 것임. 그 예로 덴마크에서는 현재의 모니터링 체계가 시작된 2012년 당시 검사에서 채취한 세균에서 이 유전자를 발견했음. 미국 질병통제예방센터(CDC)는 매년 200만 명이 항생제 내성균에 감염되고 23,000명이 사망에 이르게 한다고 보고 있음. '카바페넴 내성 장내세균(CRE)'이나 '메티실린 내성 포도상구균(MRSA)'이 그러한 항생제 내성균에 해당됨. 현재 콜리스틴 내성균으로 인한 피해자 수는 불분명하고, 미국의 검체에서는 아직 이 유전자가 확인되지 않았으나 과학자들은 콜리스틴 내성균이 더욱 크게 확산될 것이라고 보고있음. 조지워싱턴대학교의 프라이스 교수는 식용 동물 생산에 항생제를 남용하는 것이 공중보건에 주된 위험이 될 수 있다고 말했음. 미국에서는 동물 사육에 콜리스틴이 사용되고 있지 않으나, 중국 등의 국가에서는 사용되고 있음. "
ID,ood_csv_ood_data,maha,-9827.423779,-11738.992188,표시광고,영양건강,"영국, 암 위험성 경고는 (주류) 섭취 감소시킬 수 있어 리서치 업체 'Global Drugs Survey'의 조사에 따르면 암 위험을 경고하는 음주 경고 라벨은 일부 사람들에게 주류 섭취를 재고하도록 만들 수 있음. 그러나 대부분의 사람이 (암 이외에) 알코올이 건강에 미치는 치명적인 영향에 관한 다른 경고들은 무시할 것으로 보임. 동 사는 44개국 130,000명이 온라인으로 참여한 연례 설문 조사에서 약물과 알코올 이용, 위험, 피해에 관해 질문했음. 조사관들은 담배갑의 경고 그림의 성공을 고려하여, 잉글랜드 내 3,600명의 응답자를 대상으로 와인, 맥주, 스피릿 병에 부착된 경고 표시의 잠재적 영향을 살피고자 했음. 조사관들은 보건 전문가들과 함께 ""심장병은 과음하는 사람들의 주요 사망 원인입니다""에서부터 ""와인 한 병 또는 맥주 6병은 햄버거와 감자튀김 만큼의 칼로리를 포함하고 있습니다""까지 7가지의 서로 다른 보건 경고를 고안했음. 대부분의 사람에게 효과가 있는 경고 문구는 ""음주를 줄일수록 암 7종의 발병 위험이 줄어듭니다""로 나타났음. 잉글랜드의 3,600명의 응답자 중 40%는 해당 문구가 음주를 줄이는 데 영향을 미치거나 미칠 것이라고 응답했음."
ID,ood_csv_ood_data,maha,-9827.423779,-109562.929688,안전위생,물리적 위해요소,"미국 스타벅스, 2020년까지 방사란으로 전면 교체 미국 스타벅스가 향후 5년 내에 북미 전 매장에서 방사란만 사용하겠다고 밝혔음. 업체는 2008년부터 방사란을 구매하기 시작한 이후 꾸준히 교체 작업을 진행 중이라고 말했음.  이에 앞서 맥도날드, 버거킹을 비롯, 식품접객업체 소덱소 SA도 유사한 정책을 선보인 바 있음. 방사란은 케이지에 갇힌 암탉에게서 얻는 일반란과는 달리, 헛간 안에서 자유로이 움직일 수 있는 암탉의 알을 말함.  스타벅스는 지난 금요일, 자사 웹사이트에 '동물복지-친화적인 관행(*)' 업데이트 하면서, 2020년을 기한으로 정했음.  (*)http://globalassets.starbucks.com/assets/7ef8e273c7fd4da59a895f9fb485bfcc.pdf"
ID,ood_csv_ood_data,maha,-9827.423779,-14161.802734,화학적 위해요소,화학적 위해요소,"[회수]미국 JAJA Spirits, 병 외부의 결함 가능성으로 데킬라 회수 -일자: 2022.05.11.-유통지역: 미국(*상세 지역은 언급되지 않음)-회수사: JAJA Spirits-제품명: JAJA Tequila Blanco, Reposado, Añejo. 750 mL. 2022년 3월 8일-3월 27일에 제조된 제품. 로트번호: L00122E046, L00222E046.-회수사유: 병 외부의 결함 가능성. 이러한 결함으로 인해 유리가 쉽게 깨질 수 있으며 작은 입자로 인해 건강상 위험을 초래할 수 있음.-제품사진: 원문참조-기타: 동 제품과 관련하여 현재까지 보고된 부상사례 없음."
ID,ood_csv_ood_data,maha,-9827.423779,-10384.378906,생물학적 위해요소,안전위생,"미국 지방법원, Real Water 브랜드 제품 회수 명령 미국 지방법원(U.S. District Court)은 5월 19일 수요일 라스베이거스에 위치한 생수 브랜드 Real Water(사)에 제품의 완전한 회수를 명령하고, 동 브랜드의 제품을 마시고 발생한 최소 한 건의 사망과 다수의 간 질환 사례에 대한 조사를 위해 기록을 제출하도록 명령했음. 동 명령과 관련하여 회사는 즉시 답변하지 않았음. 동 명령은 먼저 네바다, 애리조나, 유타 및 캘리포니아에서 판매되는 제품의 생산 및 유통을 중단했음. 법원의 명령에 따라 회사는 수요일 이전에 생산된 모든 제품을 회수하고 폐기해야 함. 또한 처리, 병입 및 유통에 관한 FDA 기록을 넘겨야 함. 그리고 라스베이거스, 네바다 주의 헨더슨(Henderson), 애리조나 주 메사(Mesa)에 있는 회사 시설에 대한 발표하지 않은 검사 결과를 제출해야 함. 한편, 라스베이거스에 위치한 남부 지역 네바다주 보건 당국(Southern Nevada Health District)은 5월 20일 목요일에 Real Water와 관련이 있다고 여겨지는 간 질환 사례가 5건 더 있다고 보고하였음. 동 보고서는 해당 지역에서 제품과 관련된 급성 비 바이러스성 간염(acute non-viral hepatitis) 사례가 16건이라고 밝혔음."
ID,ood_csv_ood_data,maha,-9827.423779,-12889.574219,물리적 위해요소,물리적 위해요소,"미국 애리조나, 버거킹 메뉴에서 면도날 나와 미국 방송사 '3TV'는 애리조나주 플래그스태프에 거주하는 한 여성이 닭고기, 사과, 크랜베리가 든 버거킹 'Chicken Apple Cranberry'제품에서 면도날이 검출되었다고 보도했음. 이 여성은 정말 자신의 샐러드에서 면도날이 나왔다면서 자신에게 위해를 가했을 수 있었다고 말했음. 이 여성이 버거킹 매니저에게 면도날을 보여준 후, 직원들은 모든 샐러드 제품이 섭취하기에 안전한지 확실히 하기 위해 이를 뒤졌음. 버거킹 관계자는 직원들이 면도날을 선반에 둔 것을 시인했다면서 부주의로 상추 통에 떨어졌을 것이라고 말했음. 그 직원은 보도된 대로 해고되었음. 이 여성은 그녀의 제품을 환불받았으며, 무료 샐러드 쿠폰을 제공받았음. 그녀는 '3TV'에 업체를 소송할 계획은 없으나 유사한 사례가 다른 소비자들에게는 발생하지 않기를 바란다고 말했음. "
ID,ood_csv_ood_data,maha,-9827.423779,-36360.460938,안전위생,안전위생,"미국 상원, FDA에 신규 식이원료 지침의 신속한 마무리 촉구 클레어 맥카스킬 미 상원은 신 식이원료 지침 초안에 대한 관료주의적 지연에 낙담하며 지침 초안을 완결짓도록 미 식품의약품청(FDA)에 요구하고 있음.상원은 로버트 칼리프 FDA 청장에 전달한 서신을 통해 국민들의 안전이 관련된 것을 고려해, 자신의 의견과 그 외의 것을 신속히 검토하고 지침을 마무리짓도록 촉구함.맥카스킬 상원은 서신을 통해 소비자와 의료 전문가에 대한 원료 투명성과 안전하지 않은 불법 제품을 제조, 판매한 제조업체에 대한 강력한 집행조치 시행의 필요성, 그리고 제조업체가 스스로의 책임을 알고 소비자가 안전할 수 있도록 보장하기 위한 개선이 필요하다고 당부했음. 또한, 본 지침이 앞으로 산업체의 FDA의 기준 준수율 향상과 투명성 부족과 혼란 투성이인 절차를 명확하게 하는데 결정적인 역할을 할 것이라고 전했음."
ID,ood_csv_ood_data,maha,-9827.423779,-10492.091797,영양건강,영양건강,"뉴질랜드 단체, 과음으로 인해 10년간 8,000여 건의 조기 사망 사례 발생해 뉴질랜드의 한 단체인 '알코올액션 뉴질랜드(Alcohol Action New Zealand, AANZ)'는 지난 10년 동안 알코올 관련된 뇌 손상을 입고 태어난 아이가 30,000 명에 이르며, 같은 기간동안 8,000명의 뉴질랜드인들이 알코올로 인해 조기 사망했다고 밝혔음.  국가 알코올 감시관은 현 정부가 알코올 규제를 강화하기 위한 정신 건강 및 중독 조사의 권고를 지키지 않았다고 비난했음, AANZ는 뉴질랜드 법률 위원회가 음주법을 검토한 지 10년이 지났다며, 알코올로 인해 수천 명의 조기 사망 뿐만 아니라 700,000 건의 신체적, 성폭력, 알코올 관련 뇌 손상을 입고 태어나는 아이 30,000여명 등 700억 달러 이상의 사회적 비용을 초래했다고 말했음. 이에 대해 보건부 로빈 시어러(Robyn Shearer)는 알코올이 개인과 지역사회에 미칠 수 있는 영향을 인식하고 있다며, ""치료 서비스와 새로운 치료 모델에 대한 조사의 권고를 적극적으로 탐구하고 있다,""고 말했음."
